false,66.36463153921237,4.978555333022996,1,6379.6
true,44.32380710806317,-2.125590803031628,-1,6371.9
true,55.57085523214742,0.3266011011173759,1,6209.3
true,37.88654382567758,-5.407390245071838,-1,6223.62
true,59.19154685948156,4.017302657619439,1,6219.43
true,47.12935175344319,-2.452401945343809,-1,6217.8
true,54.77222547700917,0.8145235857227817,1,6203.24
true,67.16793792084749,2.719774482162393,1,6246.54
true,60.0554642009548,2.248187418728776,1,6376.66
true,67.42258970524924,4.335119818963904,1,6457.4
true,66.54592479736678,1.62118506662955,1,6542.99
false,52.90160472074074,0.534486850844587,1,6543.23
true,61.52265512591391,2.538928030351599,1,6526.15
true,58.42325500592285,4.776718366198111,1,6588.21
false,47.69043941153914,0.8650860215011562,1,6620.19
true,43.97946194272097,-1.352889653235252,-1,6541.91
true,60.47026873254735,2.213935319271513,1,6587.84
false,58.7066043206145,1.267167008246361,1,6576.55
false,43.05783137919695,-1.330335158991147,-1,6528.98
true,69.80904998107439,4.017832364231253,1,6647.41
true,37.57635395017579,-2.061553155414913,-1,6650.51
true,65.80771562231971,1.388440969640214,1,6686.48
true,48.67495913697124,-0.09892630980993999,-1,6667.41
true,63.24699977020642,1.898364360758023,1,6651.4
false,68.87625537800869,5.671415069230534,1,6696.08
false,47.4082397285592,-2.293055661509243,-1,6661.88
false,69.60218869695009,4.968870652677651,1,6730.48
false,38.89924431285716,-5.720017602466214,-1,6689.14
false,61.2144057351186,3.867978216214397,1,6786.6
true,34.48605885571817,-2.744712006829104,-1,6661.8
false,40.05123972413026,-2.16367754368639,-1,6588.85
false,37.12192318712552,-1.685479830044642,-1,6659.25
false,43.57233169750394,-1.694712293322482,-1,6667.29
false,36.41449008585791,-4.692027049759417,-1,6678.72
true,39.201331383862,-2.98102546723203,-1,6779.42
true,34.17909179825834,-3.495019625588611,-1,6738.24
true,39.09710693572141,-2.588054708286109,-1,6728.97
true,65.51648405117479,2.956841624381013,1,6672.75
true,49.04034930333261,0.500741331471545,1,6715.91
false,41.38491600572663,-3.984865816461934,-1,6783.81
true,61.85171932682807,3.055566504099261,1,6857.31
true,57.53572022390828,2.479211247437888,1,6887.41
true,32.77255775455805,-2.792691722027485,-1,6925.45
true,47.19726991654689,-2.482052451186973,-1,6921.79
false,40.80210521154008,-2.247993523963487,-1,6909.9
false,39.6736201862288,-2.054945287393821,-1,6892.6
true,69.36647409570061,1.922354841256492,1,7027.09
false,41.31128530784972,-2.29494542167231,-1,6969.66
false,67.88084167179758,5.347758580198388,1,7049.53
true,36.19618396333463,-1.309414747782284,-1,7071.13
false,54.30150260788007,2.56944931637463,1,7075.28
true,50.18753264390282,-0.4032767752814834,-1,7052.97
true,43.97834724910963,-0.6120554986291609,-1,7047.14
